sep=,
"Input","Match type","Approved symbol","Approved name","HGNC ID","Location"
"FLNA","Approved symbol","FLNA","filamin A","HGNC:3754","Xq28"
"TFCP2","Approved symbol","TFCP2","transcription factor CP2","HGNC:11748","12q13.12-q13.13"
"TMEM64","Approved symbol","TMEM64","transmembrane protein 64","HGNC:25441","8q21.3"
"MSTO1","Approved symbol","MSTO1","misato mitochondrial distribution and morphology regulator 1","HGNC:29678","1q22"
"C10orf90","Approved symbol","C10orf90","chromosome 10 open reading frame 90","HGNC:26563","10q26.2"
"ADAM12","Approved symbol","ADAM12","ADAM metallopeptidase domain 12","HGNC:190","10q26.2"
"SERTAD1","Approved symbol","SERTAD1","SERTA domain containing 1","HGNC:17932","19q13.1-q13.2"
"PHB2","Approved symbol","PHB2","prohibitin 2","HGNC:30306","12p13.31"
"POLR1A","Approved symbol","POLR1A","RNA polymerase I subunit A","HGNC:17264","2p11.2"
"RPSA","Approved symbol","RPSA","ribosomal protein SA","HGNC:6502","3p22.1"
"CHN2","Approved symbol","CHN2","chimerin 2","HGNC:1944","7p14.3"
"OBSL1","Approved symbol","OBSL1","obscurin like cytoskeletal adaptor 1","HGNC:29092","2q35"
"PSMC3","Approved symbol","PSMC3","proteasome 26S subunit, ATPase 3","HGNC:9549","11p11.2"
"PZP","Approved symbol","PZP","PZP alpha-2-macroglobulin like","HGNC:9750","12p13.31"
"PSME3","Approved symbol","PSME3","proteasome activator subunit 3","HGNC:9570","17q21.31"
"HEPH","Approved symbol","HEPH","hephaestin","HGNC:4866","Xq12"
"WDR82","Approved symbol","WDR82","WD repeat domain 82","HGNC:28826","3p21.2"
"SGSM2","Approved symbol","SGSM2","small G protein signaling modulator 2","HGNC:29026","17p13.3"
"GMNN","Approved symbol","GMNN","geminin DNA replication inhibitor","HGNC:17493","6p22.3"
"PSMD4","Approved symbol","PSMD4","proteasome 26S subunit, non-ATPase 4","HGNC:9561","1q21.3"
"KCTD9P2","Approved symbol","KCTD9P2","potassium channel tetramerization domain containing 9 pseudogene 2","HGNC:29274","Xq22.3"
"ZNF274","Approved symbol","ZNF274","zinc finger protein 274","HGNC:13068","19q13.43"
"MEF2C","Approved symbol","MEF2C","myocyte enhancer factor 2C","HGNC:6996","5q14.3"
"DACT1","Approved symbol","DACT1","dishevelled binding antagonist of beta catenin 1","HGNC:17748","14q23.1"
"PGRMC1","Approved symbol","PGRMC1","progesterone receptor membrane component 1","HGNC:16090","Xq24"
"GTF2F1","Approved symbol","GTF2F1","general transcription factor IIF subunit 1","HGNC:4652","19p13.3"
"ZCCHC17","Approved symbol","ZCCHC17","zinc finger CCHC-type containing 17","HGNC:30246","1p35.2"
"GOPC","Approved symbol","GOPC","golgi associated PDZ and coiled-coil motif containing","HGNC:17643","6q22.1"
"BICD2","Approved symbol","BICD2","BICD cargo adaptor 2","HGNC:17208","9q22.31"
"S100A13","Approved symbol","S100A13","S100 calcium binding protein A13","HGNC:10490","1q21.3"
"CKAP2","Approved symbol","CKAP2","cytoskeleton associated protein 2","HGNC:1990","13q14.3"
"DDAH2","Approved symbol","DDAH2","dimethylarginine dimethylaminohydrolase 2","HGNC:2716","6p21.33"
"ALDOB","Approved symbol","ALDOB","aldolase, fructose-bisphosphate B","HGNC:417","9q31.1"
"MIR429","Approved symbol","MIR429","microRNA 429","HGNC:13784","1p36.33"
"KRT18","Approved symbol","KRT18","keratin 18","HGNC:6430","12q13.13"
"DCPS","Approved symbol","DCPS","decapping enzyme, scavenger","HGNC:29812","11q24.2"
"SMTN","Approved symbol","SMTN","smoothelin","HGNC:11126","22q12.2"
"NDUFA2","Approved symbol","NDUFA2","NADH:ubiquinone oxidoreductase subunit A2","HGNC:7685","5q31.3"
"NAGK","Approved symbol","NAGK","N-acetylglucosamine kinase","HGNC:17174","2p13.3"
"CDH18","Approved symbol","CDH18","cadherin 18","HGNC:1757","5p14.3"
"TTC29","Approved symbol","TTC29","tetratricopeptide repeat domain 29","HGNC:29936","4q31.22"
"USE1","Approved symbol","USE1","unconventional SNARE in the ER 1","HGNC:30882","19p13.11"
"ZNF510","Approved symbol","ZNF510","zinc finger protein 510","HGNC:29161","9q22.33"
"OTUD5","Approved symbol","OTUD5","OTU deubiquitinase 5","HGNC:25402","Xp11.23"
"SERAC1","Approved symbol","SERAC1","serine active site containing 1","HGNC:21061","6q25.3"
"TMEM231","Approved symbol","TMEM231","transmembrane protein 231","HGNC:37234","16q23.1"
"IGKV3-20","Approved symbol","IGKV3-20","immunoglobulin kappa variable 3-20","HGNC:5817","2p11.2"
"ROBO4","Approved symbol","ROBO4","roundabout guidance receptor 4","HGNC:17985","11q24.2"
"HAP1","Approved symbol","HAP1","huntingtin associated protein 1","HGNC:4812","17q21.2"
"HKDC1","Approved symbol","HKDC1","hexokinase domain containing 1","HGNC:23302","10q22.1"
"ALCAM","Approved symbol","ALCAM","activated leukocyte cell adhesion molecule","HGNC:400","3q13.11"
"HRNR","Approved symbol","HRNR","hornerin","HGNC:20846","1q21.3"
"DNAJB12","Approved symbol","DNAJB12","DnaJ heat shock protein family (Hsp40) member B12","HGNC:14891","10q22.1"
"PIR","Approved symbol","PIR","pirin","HGNC:30048","Xp22.2"
"HSPB1","Approved symbol","HSPB1","heat shock protein family B (small) member 1","HGNC:5246","7q11.23"
"TOP1MT","Approved symbol","TOP1MT","DNA topoisomerase I mitochondrial","HGNC:29787","8q24.3"
"YIF1B","Approved symbol","YIF1B","Yip1 interacting factor homolog B, membrane trafficking protein","HGNC:30511","19q13.2"
"RIOK1","Approved symbol","RIOK1","RIO kinase 1","HGNC:18656","6p24.3"
"EXOC4","Approved symbol","EXOC4","exocyst complex component 4","HGNC:30389","7q33"
"PTP4A3","Approved symbol","PTP4A3","protein tyrosine phosphatase 4A3","HGNC:9636","8q24.3"
"HOXC10","Approved symbol","HOXC10","homeobox C10","HGNC:5122","12q13.13"
"KRT3","Approved symbol","KRT3","keratin 3","HGNC:6440","12q13.13"
"ARRDC3","Approved symbol","ARRDC3","arrestin domain containing 3","HGNC:29263","5q14.3"
"ARL6IP5","Approved symbol","ARL6IP5","ADP ribosylation factor like GTPase 6 interacting protein 5","HGNC:16937","3p14.1"
"CASP3","Approved symbol","CASP3","caspase 3","HGNC:1504","4q35.1"
"L3MBTL3","Approved symbol","L3MBTL3","L3MBTL histone methyl-lysine binding protein 3","HGNC:23035","6q23.1"
"TOP2B","Approved symbol","TOP2B","DNA topoisomerase II beta","HGNC:11990","3p24.2"
"DSTYK","Approved symbol","DSTYK","dual serine/threonine and tyrosine protein kinase","HGNC:29043","1q32.1"
"ECT2","Approved symbol","ECT2","epithelial cell transforming 2","HGNC:3155","3q26.31"
"ATL2","Approved symbol","ATL2","atlastin GTPase 2","HGNC:24047","2p22.2-p22.1"
"SNRPF","Approved symbol","SNRPF","small nuclear ribonucleoprotein polypeptide F","HGNC:11162","12q23.1"
"NDUFA5","Approved symbol","NDUFA5","NADH:ubiquinone oxidoreductase subunit A5","HGNC:7688","7q31.32"
"CBR1","Approved symbol","CBR1","carbonyl reductase 1","HGNC:1548","21q22.12"
"NUMA1","Approved symbol","NUMA1","nuclear mitotic apparatus protein 1","HGNC:8059","11q13.4"
"CAP2","Approved symbol","CAP2","cyclase associated actin cytoskeleton regulatory protein 2","HGNC:20039","6p22.3"
"ME1","Approved symbol","ME1","malic enzyme 1","HGNC:6983","6q14.2"
"TRIM28","Approved symbol","TRIM28","tripartite motif containing 28","HGNC:16384","19q13.4"
"KEAP1","Approved symbol","KEAP1","kelch like ECH associated protein 1","HGNC:23177","19p13.2"
"PRKAG2","Approved symbol","PRKAG2","protein kinase AMP-activated non-catalytic subunit gamma 2","HGNC:9386","7q36.1"
"ATP6V1F","Approved symbol","ATP6V1F","ATPase H+ transporting V1 subunit F","HGNC:16832","7q32.1"
"KIF1C","Approved symbol","KIF1C","kinesin family member 1C","HGNC:6317","17p13.2"
"PELO","Approved symbol","PELO","pelota mRNA surveillance and ribosome rescue factor","HGNC:8829","5q11.2"
"SLITRK3","Approved symbol","SLITRK3","SLIT and NTRK like family member 3","HGNC:23501","3q26.1"
"SNRNP35","Approved symbol","SNRNP35","small nuclear ribonucleoprotein U11/U12 subunit 35","HGNC:30852","12q24.31"
"DUSP18","Approved symbol","DUSP18","dual specificity phosphatase 18","HGNC:18484","22q12.2"
"EIF3K","Approved symbol","EIF3K","eukaryotic translation initiation factor 3 subunit K","HGNC:24656","19q13.2"
"LDOC1","Approved symbol","LDOC1","LDOC1 regulator of NFKB signaling","HGNC:6548","Xq27.1"
"ANAPC7","Approved symbol","ANAPC7","anaphase promoting complex subunit 7","HGNC:17380","12q24.11"
"URM1","Approved symbol","URM1","ubiquitin related modifier 1","HGNC:28378","9q34.11"
"CDH6","Approved symbol","CDH6","cadherin 6","HGNC:1765","5p13.3"
"DAB2","Approved symbol","DAB2","DAB adaptor protein 2","HGNC:2662","5p13.1"
"CUL1","Approved symbol","CUL1","cullin 1","HGNC:2551","7q36.1"
"PAK2","Approved symbol","PAK2","p21 (RAC1) activated kinase 2","HGNC:8591","3q29"
"CMTM8","Approved symbol","CMTM8","CKLF like MARVEL transmembrane domain containing 8","HGNC:19179","3p22.3"
"GPS2","Approved symbol","GPS2","G protein pathway suppressor 2","HGNC:4550","17p13.1"
"HMGA1","Approved symbol","HMGA1","high mobility group AT-hook 1","HGNC:5010","6p21.31"
"PAK1IP1","Approved symbol","PAK1IP1","PAK1 interacting protein 1","HGNC:20882","6p24.2"
"COL9A3","Approved symbol","COL9A3","collagen type IX alpha 3 chain","HGNC:2219","20q13.33"
"JKAMP","Approved symbol","JKAMP","JNK1/MAPK8 associated membrane protein","HGNC:20184","14q23.1"
"CNIH4","Approved symbol","CNIH4","cornichon family AMPA receptor auxiliary protein 4","HGNC:25013","1q42.11"
"KIF5B","Approved symbol","KIF5B","kinesin family member 5B","HGNC:6324","10p11.22"
"KCTD17","Approved symbol","KCTD17","potassium channel tetramerization domain containing 17","HGNC:25705","22q12.3"
"PML","Approved symbol","PML","promyelocytic leukemia","HGNC:9113","15q24.1"
"NCAM1","Approved symbol","NCAM1","neural cell adhesion molecule 1","HGNC:7656","11q23.2"
"TFRC","Approved symbol","TFRC","transferrin receptor","HGNC:11763","3q29"
"SPTBN1","Approved symbol","SPTBN1","spectrin beta, non-erythrocytic 1","HGNC:11275","2p16.2"
"STRAP","Approved symbol","STRAP","serine/threonine kinase receptor associated protein","HGNC:30796","12p12.3"
"L3MBTL1","Approved symbol","L3MBTL1","L3MBTL histone methyl-lysine binding protein 1","HGNC:15905","20q13.12"
"MATR3","Approved symbol","MATR3","matrin 3","HGNC:6912","5q31.2"
"PUM1","Approved symbol","PUM1","pumilio RNA binding family member 1","HGNC:14957","1p35.2"
"CSNK1G3","Approved symbol","CSNK1G3","casein kinase 1 gamma 3","HGNC:2456","5q23.2"
"USP16","Approved symbol","USP16","ubiquitin specific peptidase 16","HGNC:12614","21q21"
"NMNAT1","Approved symbol","NMNAT1","nicotinamide nucleotide adenylyltransferase 1","HGNC:17877","1p36.22"
"SLC37A1","Approved symbol","SLC37A1","solute carrier family 37 member 1","HGNC:11024","21q22.3"
"FOXQ1","Approved symbol","FOXQ1","forkhead box Q1","HGNC:20951","6p25.3"
"GRIA3","Approved symbol","GRIA3","glutamate ionotropic receptor AMPA type subunit 3","HGNC:4573","Xq25"
"PHF5A","Approved symbol","PHF5A","PHD finger protein 5A","HGNC:18000","22q13.2"
"APOD","Approved symbol","APOD","apolipoprotein D","HGNC:612","3q29"
"TJP2","Approved symbol","TJP2","tight junction protein 2","HGNC:11828","9q21.11"
"RPS6KA5","Approved symbol","RPS6KA5","ribosomal protein S6 kinase A5","HGNC:10434","14q32.11"
"RARA","Approved symbol","RARA","retinoic acid receptor alpha","HGNC:9864","17q21.2"
"AGAP2","Approved symbol","AGAP2","ArfGAP with GTPase domain, ankyrin repeat and PH domain 2","HGNC:16921","12q14.1"
"MED31","Approved symbol","MED31","mediator complex subunit 31","HGNC:24260","17p13.1"
"GSPT1","Approved symbol","GSPT1","G1 to S phase transition 1","HGNC:4621","16p13.13"
"TUBB4B","Approved symbol","TUBB4B","tubulin beta 4B class IVb","HGNC:20771","9q34.3"
"TGOLN2","Approved symbol","TGOLN2","trans-golgi network protein 2","HGNC:15450","2p11.2"
"RPN1","Approved symbol","RPN1","ribophorin I","HGNC:10381","3q21.3"
"GRM1","Approved symbol","GRM1","glutamate metabotropic receptor 1","HGNC:4593","6q24.3"
"VPS53","Approved symbol","VPS53","VPS53 subunit of GARP complex","HGNC:25608","17p13.3"
"CCDC88A","Approved symbol","CCDC88A","coiled-coil domain containing 88A","HGNC:25523","2p16.1"
"FEZ2","Approved symbol","FEZ2","fasciculation and elongation protein zeta 2","HGNC:3660","2p22.2"
"TNNT1","Approved symbol","TNNT1","troponin T1, slow skeletal type","HGNC:11948","19q13.42"
"ZBTB22","Approved symbol","ZBTB22","zinc finger and BTB domain containing 22","HGNC:13085","6p21.3"
"SYNPO2","Approved symbol","SYNPO2","synaptopodin 2","HGNC:17732","4q26"
"DCAF8","Approved symbol","DCAF8","DDB1 and CUL4 associated factor 8","HGNC:24891","1q23.2"
"PPP1R12A","Approved symbol","PPP1R12A","protein phosphatase 1 regulatory subunit 12A","HGNC:7618","12q21.2-q21.31"
"POF1B","Approved symbol","POF1B","POF1B actin binding protein","HGNC:13711","Xq21.1"
"CNTRL","Approved symbol","CNTRL","centriolin","HGNC:1858","9q33.2"
"XPO4","Approved symbol","XPO4","exportin 4","HGNC:17796","13q12.11"
"BCL10","Approved symbol","BCL10","BCL10 immune signaling adaptor","HGNC:989","1p22.3"
"ATP2A2","Approved symbol","ATP2A2","ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 2","HGNC:812","12q24.11"
"NDUFS3","Approved symbol","NDUFS3","NADH:ubiquinone oxidoreductase core subunit S3","HGNC:7710","11p11.2"
"SMC3","Approved symbol","SMC3","structural maintenance of chromosomes 3","HGNC:2468","10q25.2"
"NFATC2","Approved symbol","NFATC2","nuclear factor of activated T cells 2","HGNC:7776","20q13.2"
"COMMD1","Approved symbol","COMMD1","copper metabolism domain containing 1","HGNC:23024","2p15"
"SH2D3A","Approved symbol","SH2D3A","SH2 domain containing 3A","HGNC:16885","19p13.3"
"AUP1","Approved symbol","AUP1","AUP1 lipid droplet regulating VLDL assembly factor","HGNC:891","2p13.1"
"MRTO4","Approved symbol","MRTO4","MRT4 homolog, ribosome maturation factor","HGNC:18477","1p36.13"
"PDLIM5","Approved symbol","PDLIM5","PDZ and LIM domain 5","HGNC:17468","4q22.3"
"GSPT2","Approved symbol","GSPT2","G1 to S phase transition 2","HGNC:4622","Xp11.22"
"KLF6","Approved symbol","KLF6","Kruppel like factor 6","HGNC:2235","10p15.2"
"LCN2","Approved symbol","LCN2","lipocalin 2","HGNC:6526","9q34.11"
"FGF3","Approved symbol","FGF3","fibroblast growth factor 3","HGNC:3681","11q13.3"
"TWIST2","Approved symbol","TWIST2","twist family bHLH transcription factor 2","HGNC:20670","2q37.3"
"CALCOCO1","Approved symbol","CALCOCO1","calcium binding and coiled-coil domain 1","HGNC:29306","12q13.13"
"STRN4","Approved symbol","STRN4","striatin 4","HGNC:15721","19q13.32"
"NSMCE2","Approved symbol","NSMCE2","NSE2 (MMS21) homolog, SMC5-SMC6 complex SUMO ligase","HGNC:26513","8q24.13"
"EPG5","Approved symbol","EPG5","ectopic P-granules autophagy protein 5 homolog","HGNC:29331","18q12.3-q21.1"
"ZNF619","Approved symbol","ZNF619","zinc finger protein 619","HGNC:26910","3p22.1"
"SENP3","Approved symbol","SENP3","SUMO specific peptidase 3","HGNC:17862","17p13"
"GRK2","Approved symbol","GRK2","G protein-coupled receptor kinase 2","HGNC:289","11q13.2"
"MTHFD1L","Approved symbol","MTHFD1L","methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1 like","HGNC:21055","6q25.1"
"CCDC136","Approved symbol","CCDC136","coiled-coil domain containing 136","HGNC:22225","7q32.1"
"NDUFB5","Approved symbol","NDUFB5","NADH:ubiquinone oxidoreductase subunit B5","HGNC:7700","3q26.33"
"GALC","Approved symbol","GALC","galactosylceramidase","HGNC:4115","14q31.3"
"MGARP","Approved symbol","MGARP","mitochondria localized glutamic acid rich protein","HGNC:29969","4q31.1"
"AAMP","Approved symbol","AAMP","angio associated migratory cell protein","HGNC:18","2q35"
"KRT10","Approved symbol","KRT10","keratin 10","HGNC:6413","17q21.2"
"CDH16","Approved symbol","CDH16","cadherin 16","HGNC:1755","16q22.1"
"IL23A","Approved symbol","IL23A","interleukin 23 subunit alpha","HGNC:15488","12q13.3"
"TFAP4","Approved symbol","TFAP4","transcription factor AP-4","HGNC:11745","16p13.3"
"TOPORS","Approved symbol","TOPORS","TOP1 binding arginine/serine rich protein","HGNC:21653","9p21.1"
"CNP","Approved symbol","CNP","2',3'-cyclic nucleotide 3' phosphodiesterase","HGNC:2158","17q21.2"
"FANCG","Approved symbol","FANCG","FA complementation group G","HGNC:3588","9p13.3"
"LRRK2","Approved symbol","LRRK2","leucine rich repeat kinase 2","HGNC:18618","12q12"
"DNAJA2","Approved symbol","DNAJA2","DnaJ heat shock protein family (Hsp40) member A2","HGNC:14884","16q11.2"
"YWHAZ","Approved symbol","YWHAZ","tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein zeta","HGNC:12855","8q22.3"
"TLE3","Approved symbol","TLE3","TLE family member 3, transcriptional corepressor","HGNC:11839","15q23"
"AFDN","Approved symbol","AFDN","afadin, adherens junction formation factor","HGNC:7137","6q27"
"TCEAL1","Approved symbol","TCEAL1","transcription elongation factor A like 1","HGNC:11616","Xq22.2"
"CASQ2","Approved symbol","CASQ2","calsequestrin 2","HGNC:1513","1p13.1"
"CXCL9","Approved symbol","CXCL9","C-X-C motif chemokine ligand 9","HGNC:7098","4q21.1"
"GGA2","Approved symbol","GGA2","golgi associated, gamma adaptin ear containing, ARF binding protein 2","HGNC:16064","16p12.2"
"NELFE","Approved symbol","NELFE","negative elongation factor complex member E","HGNC:13974","6p21.33"
"CAPNS1","Approved symbol","CAPNS1","calpain small subunit 1","HGNC:1481","19q13.12"
"MICB","Approved symbol","MICB","MHC class I polypeptide-related sequence B","HGNC:7091","6p21.33"
"SLC7A9","Approved symbol","SLC7A9","solute carrier family 7 member 9","HGNC:11067","19q13.11"
"CCNT2","Approved symbol","CCNT2","cyclin T2","HGNC:1600","2q21.3"
"APC2","Approved symbol","APC2","APC regulator of WNT signaling pathway 2","HGNC:24036","19p13.3"
"ZNF646","Approved symbol","ZNF646","zinc finger protein 646","HGNC:29004","16p11.2"
"HELLS","Approved symbol","HELLS","helicase, lymphoid specific","HGNC:4861","10q23.33"
"SNRPD1","Approved symbol","SNRPD1","small nuclear ribonucleoprotein D1 polypeptide","HGNC:11158","18q11.2"
"EPN1","Approved symbol","EPN1","epsin 1","HGNC:21604","19q13.42"
"CCDC107","Approved symbol","CCDC107","coiled-coil domain containing 107","HGNC:28465","9p13.3"
"TFG","Approved symbol","TFG","trafficking from ER to golgi regulator","HGNC:11758","3q12.2"
"RNASE4","Approved symbol","RNASE4","ribonuclease A family member 4","HGNC:10047","14q11.2"
"KBTBD7","Approved symbol","KBTBD7","kelch repeat and BTB domain containing 7","HGNC:25266","13q14.11"
"MOCOS","Approved symbol","MOCOS","molybdenum cofactor sulfurase","HGNC:18234","18q12.2"
"MAGI2","Approved symbol","MAGI2","membrane associated guanylate kinase, WW and PDZ domain containing 2","HGNC:18957","7q21.11"
"CPNE2","Approved symbol","CPNE2","copine 2","HGNC:2315","16q13"
"JARID2","Approved symbol","JARID2","jumonji and AT-rich interaction domain containing 2","HGNC:6196","6p22.3"
"PPP2R1A","Approved symbol","PPP2R1A","protein phosphatase 2 scaffold subunit Aalpha","HGNC:9302","19q13.41"
"TMEFF2","Approved symbol","TMEFF2","transmembrane protein with EGF like and two follistatin like domains 2","HGNC:11867","2q32.3"
"ICAM2","Approved symbol","ICAM2","intercellular adhesion molecule 2","HGNC:5345","17q23.3"
"CDKN2B","Approved symbol","CDKN2B","cyclin dependent kinase inhibitor 2B","HGNC:1788","9p21.3"
"APOBEC3D","Approved symbol","APOBEC3D","apolipoprotein B mRNA editing enzyme catalytic subunit 3D","HGNC:17354","22q13.1"
"BCL2","Approved symbol","BCL2","BCL2 apoptosis regulator","HGNC:990","18q21.33"
"ZFYVE21","Approved symbol","ZFYVE21","zinc finger FYVE-type containing 21","HGNC:20760","14q32.33"
